062011051351999000676001SIsabel                   Suárez                   Manrique de Lara         F00000000          N
062011051351999000676010SSandra María             Rodríguez                Páez                     F00000000          N
062011051351999000676011SManuel                   Alonso                   Marrero                  M00000000          N
062011051351999000676012SMargarita                Miranda                  Dasca                    F00000000          N
062011051351999000676013SAlejandro                Pérez                    Peñate                   M00000000          N
062011051351999000676014SNoemí                    Pérez                    Machín                   F00000000          N
062011051351999000676015SJosé                     Armengol                 Martín                   M00000000          N
062011051351999000676016SRosa María               Pérez                    Sauce                    F00000000          N
062011051351999000676017SVicente                  García                   Brito                    M00000000          N
062011051351999000676018SJosefa                   Morales                  Rosales                  F00000000          N
062011051351999000676019SJulio Manuel             Méndez                   Ramos                    M00000000          N
062011051351999000676002SJosé                     Villalba                 Pérez                    M00000000          N
062011051351999000676020SAurora de los Ángeles    Parada                   Ortega                   F00000000          N
062011051351999000676021SLorenzo Benito           González                 Calcines                 M00000000          N
062011051351999000676022SMaría del Carmen         Martín                   Reyes                    F00000000          N
062011051351999000676023SOmar                     Sánchez                  Pita                     M00000000          N
062011051351999000676024SAna                      Gironés                  Valdivielso              F00000000          N
062011051351999000676025SAntonia María            Santana                  Melián                   F00000000          N
062011051351999000676026SElisa                    Millares                 Alonso                   F00000000          N
062011051351999000676027SManuel Iván              Sagaseta de Illuerdoz    Parada                   M00000000          N
062011051351999000676028SCipriano                 Martín                   Medina                   M00000000          N
062011051351999000676029SMaría Práxedes           Delgado                  Alonso                   F00000000          N
062011051351999000676003SRafael                   Segura                   Acosta                   M00000000          N
062011051351999000676004SMaria del Carmen         Monzón                   Guerra                   F00000000          N
062011051351999000676005SMiguel Ángel             Redondo                  Rodríguez                M00000000          N
062011051351999000676006SAmelia                   Serrano                  Díaz                     F00000000          N
062011051351999000676007SRicardo                  Cabrera                  López                    M00000000          N
062011051351999000676008SElsa Fernanda            Rodríguez                Aguiar                   F00000000          N
062011051351999000676009SMiguel                   Albero                   Navarro                  M00000000          N
062011051351999000729001SAntonio Manuel           Ojeda                    Herrera                  M00000000          N
062011051351999000729010SElisa                    Rodríguez                Gangura                  F00000000          N
062011051351999000729011SCesar Luis               Medina                   Martín                   M00000000          N
062011051351999000729012SNoelia                   Naranjo                  Naranjo                  F00000000          N
062011051351999000729013SAbraham Javier           Santana                  Rodríguez                M00000000          N
062011051351999000729014SMaría Rosario            Cruz                     Guedes                   F00000000          N
062011051351999000729015SCarmelo                  Ramírez                  Álvarez                  M00000000          N
062011051351999000729016SLeonor                   Ramírez                  Galindo                  F00000000          N
062011051351999000729017SMiguel Guillermo         Santana                  Brito                    M00000000          N
062011051351999000729018SJuan                     Del Estal                Reus                     M00000000          N
062011051351999000729019SSara Judit               Medina                   De Llanos                F00000000          N
062011051351999000729002SAltahay                  Santana                  López                    M00000000          N
062011051351999000729020SJosé                     Santana                  García                   M00000000          N
062011051351999000729021SRosalia Lidia            De Llanos                Sánchez                  F00000000          N
062011051351999000729022SJosé Luís                Santana                  Artiles                  M00000000          N
062011051351999000729023SJose Juan                Rodríguez                Pérez                    M00000000          N
062011051351999000729024SRita                     Ojeda                    Herrera                  F00000000          N
062011051351999000729025SErnesto                  Del Estal                Santana                  M00000000          N
062011051351999000729026SCarmen del Pino          Santana                  Martell                  F00000000          N
062011051351999000729027SPaulo Cesar              Santana                  Brito                    M00000000          N
062011051351999000729028SCarlos Alberto           Rodríguez                Ramírez                  M00000000          N
062011051351999000729029SMaría Jesús              Rodríguez                Roque                    F00000000          N
062011051351999000729003SAntonio                  García                   Padrón                   M00000000          N
062011051351999000729004SGuacimara                Vera                     Díaz                     F00000000          N
062011051351999000729005SMaría Ángeles            Santana                  García                   F00000000          N
062011051351999000729006SJonay                    Navarro                  Ortega                   M00000000          N
062011051351999000729007SOctavio                  Expósito                 Pérez                    M00000000          N
062011051351999000729008SJuan                     Martín                   Carnicer                 M00000000          N
062011051351999000729009SMaría Dolores            Hernández                Santa Cruz               F00000000          N
062011051351999001143001SMario                    Hernández                Sanginés                 M00000000          N
062011051351999001143010SAntoniio Vicente         Gutierrez                Del Pino                 M00000000          N
062011051351999001143011SJuana Rosa               Felipe                   González                 F00000000          N
062011051351999001143012SMónica Rosa              Gutiérrez                Siguiri                  F00000000          N
062011051351999001143013SJose Luís Cirilo         Santana                  Socorro                  M00000000          N
062011051351999001143014SBernardino Jesús         Méndez                   Pérez                    M00000000          N
062011051351999001143015SAlejandro                Aguilar                  Torres                   M00000000          N
062011051351999001143016SLidia Esther             Santana                  Gómez                    F00000000          N
062011051351999001143017SAmado                    Suárez                   Betancor                 M00000000          N
062011051351999001143018SSimón                    Cruz                     Guedes                   M00000000          N
062011051351999001143019SAday                     Armas                    Cruz                     M00000000          N
062011051351999001143002SCayetano                 Santana                  Socorro                  M00000000          N
062011051351999001143020SEmilia                   Aguiar                   Díaz                     F00000000          N
062011051351999001143021SJosé                     Del Rosario              Diepa                    M00000000          N
062011051351999001143022SJesús                    Santana                  López                    M00000000          N
062011051351999001143023SFrancisco                Sánchez                  Jareño                   M00000000          N
062011051351999001143024SRosario Luisa            Plaza                    De león                  F00000000          N
062011051351999001143025SMaria Angeles            Almeida                  Déniz                    F00000000          N
062011051351999001143026SFernando                 Lanuza                   Rodríguez                M00000000          N
062011051351999001143027SElizabel                 Cruz                     San Ginés                F00000000          N
062011051351999001143028SClotilde                 Sánchez                  Morales                  F00000000          N
062011051351999001143029SJosé Francisco           Suárez                   Domínguez                M00000000          N
062011051351999001143003SNuria                    Hernández                Acosta                   F00000000          N
062011051351999001143004SAuxiliadora del Pino     Santana                  Gomez                    F00000000          N
062011051351999001143005SRayco                    Viera                    Carrera                  M00000000          N
062011051351999001143006SYolanda Esther           Ramírez                  Hernández                F00000000          N
062011051351999001143007SMaría                    Diepa                    Fontes                   F00000000          N
062011051351999001143008SNieves Natalia           Santana                  Gómez                    F00000000          N
062011051351999001143009SJosé María               Gómez                    Morales                  M00000000          N
062011051351999001190001SGuillermo                Reyes                    Rodríguez                M00000000          N
062011051351999001190010SFrancisco                Medina                   Alonso                   M00000000          N
062011051351999001190011SCarmen Otilia            Martín                   Viera                    F00000000          N
062011051351999001190012SPriscilla                Rodríguez                Fernández                F00000000          N
062011051351999001190013SManuel                   Quesada                  Calero                   M00000000          N
062011051351999001190014SFrancisco                Santana                  Martín                   M00000000          N
062011051351999001190015SMaría Dolores            González                 Sánchez                  F00000000          N
062011051351999001190016SJuan Agustín             González                 Calixto                  M00000000          N
062011051351999001190017SCatalina                 Méndez                   Jiménez                  F00000000          N
062011051351999001190018SFermín                   Rodríguez                Vega                     M00000000          N
062011051351999001190019SCarlos                   Collado                  Sosa                     M00000000          N
062011051351999001190002SDelfín                   Artiles                  Suárez                   M00000000          N
062011051351999001190020SVanesa del Pino          Cruz                     Quevedo                  F00000000          N
062011051351999001190021SFrancisco José           Sosa                     Rodríguez                M00000000          N
062011051351999001190022SJosé Luis                Martel                   Santana                  M00000000          N
062011051351999001190023SGloria                   Ojeda                    Falcón                   F00000000          N
062011051351999001190024SYaiza                    Santana                  Santana                  F00000000          N
062011051351999001190025SDavid                    Medina                   Santana                  M00000000          N
062011051351999001190026STeresa                   Ojeda                    Ojeda                    F00000000          N
062011051351999001190027SAna María                Lassaletta               Simón                    F00000000          N
062011051351999001190028SFlorencio Martín         Ojeda                    Ramírez                  M00000000          N
062011051351999001190029SSantiago                 Delgado                  Armas                    M00000000          N
062011051351999001190003SEsther Damari            Florido                  Cáceres                  F00000000          N
062011051351999001190004SIván                     Artlies                  Socorro                  M00000000          N
062011051351999001190005SMaría                    Betancor                 Gutiérrez                F00000000          N
062011051351999001190006SJuan Francisco           Rodríguez                García                   M00000000          N
062011051351999001190007SLucana                   García                   Betancor                 F00000000          N
062011051351999001190008SMencey                   Navarro                  Romero                   M00000000          N
062011051351999001190009SYurena Rita              Rodríguez                Hernández                F00000000          N
062011051351999001256001SFernando Luis            Bañolas                  Bolaños                  M00000000          S
062011051351999001256010SAlicia                   Castellano               García                   F00000000          N
062011051351999001256011SAntonio Joaquín          Medina                   Quesada                  M00000000          N
062011051351999001256012SJosé Francisco           Navarro                  Matias                   M00000000          N
062011051351999001256013SCarmelo Luciano          Báez                     De la Fe                 M00000000          N
062011051351999001256014SJosefa                   Heredia                  Carmona                  F00000000          N
062011051351999001256015SBeatriz                  Calzada                  Ojeda                    F00000000          N
062011051351999001256016SJesús Gonzalo            Medina                   Osorio                   M00000000          N
062011051351999001256017SJuan Francisco           Aguiar                   Rodríguez                M00000000          N
062011051351999001256018SMaría Rosa               García                   García                   F00000000          N
062011051351999001256019SPedro                    Rocha                    Zerpa                    M00000000          N
062011051351999001256002SAntonio Ramón            Hernández                Lobo                     M00000000          S
062011051351999001256020SMaría Marcela            Ponce                    Santana                  F00000000          N
062011051351999001256021SJesús                    Rodríguez                Guerra                   M00000000          N
062011051351999001256022SJosé Luís                Ravelo                   Parrilla                 M00000000          N
062011051351999001256023SArjan                    Mangaldas                Sirwani                  M00000000          N
062011051351999001256024SMaría Elena              Sánchez                  Ceballos                 F00000000          N
062011051351999001256025SEloisa María             Ojeda                    Sosa                     F00000000          N
062011051351999001256026SLuis Enrique             Vieites                  Vega                     M00000000          N
062011051351999001256027SMaría Elena              Domínguez                Ortega                   F00000000          N
062011051351999001256028SMaría del Carmen         Suárez                   Valerón                  F00000000          N
062011051351999001256029SArcadio                  Domínguez                Rodíguez                 M00000000          N
062011051351999001256003SJuan                     Domínguez                Bautista                 M00000000          S
062011051351999001256004SRosario                  Chesa                    Padrón                   F00000000          N
062011051351999001256005SLidia Esther             Guerra                   Del Rosario              F00000000          N
062011051351999001256006SRufino                   Pérez                    Ramírez                  M00000000          N
062011051351999001256007SJosé Antonio             Reyes                    Perera                   M00000000          N
062011051351999001256008SMaría Guillermina        Espino                   Cruz                     F00000000          N
062011051351999001256009SAlvaro Antonio           Pérez                    Domínguez                M00000000          N
062011051351999001333001SHernando Ignacio         Toledo                   Santana                  M00000000          N
062011051351999001333010SYlenia Agustina          Sánchez                  Mendoza                  F00000000          N
062011051351999001333011SPedro Hilario            Socorro                  Benítez                  M00000000          N
062011051351999001333012SFrancisco José           Rodríguez                Pérez                    M00000000          N
062011051351999001333013SSergio                   González                 Álamo                    M00000000          N
062011051351999001333014SAna María                Medina                   Afonso                   F00000000          N
062011051351999001333015SMarina                   Trillo                   Rodríguez                F00000000          N
062011051351999001333016SJuana Teresa             Ortega                   Rodríguez                F00000000          N
062011051351999001333017SRosario                  Santana                  Machín                   F00000000          N
062011051351999001333018SLuis                     Sánchez                  Suárez                   M00000000          N
062011051351999001333019SLuisa                    García                   Martín                   F00000000          N
062011051351999001333002SCarmen                   Marañón                  Banegas                  F00000000          N
062011051351999001333020SJosé                     Monroy                   Arbelo                   M00000000          N
062011051351999001333021SIsmael                   Sánchez                  Melián                   M00000000          N
062011051351999001333022SJordana                  Santana                  De León                  F00000000          N
062011051351999001333023SCármen                   Ortega                   Rodríguez                F00000000          N
062011051351999001333024SJulio                    Marrero                  O'Sanahan                M00000000          N
062011051351999001333025SElena                    Peñate                   Navarro                  F00000000          N
