0820150514612117425205804RAMON                    BLANQUER                 BONO                     M                  057S
0820150514612117425205804MANUEL JOSÉ              PÉREZ                    ESPARZA                  M                  057S
0820150514612117425205804FERNANDO                 FRIGOLS                  JORDA                    M                  058S
0820150514612117425205804ERNESTO                  GARCIA                   ESTARLICH                M                  061S
0820150514612117431803601PEDRO                    ANRUBIA                  MARÍN                    M                  036N
0820150514612117431803601MARÍA CONCEPCIÓN         GARCÍA                   HERNÁNDEZ                F                  032N
0820150514612117431803601MARÍA CARMEN             ALBUIXECH                MESTRE                   F                  041S
0820150514612117431803601JOSÉ RAFAEL              SALA                     MARÍN                    M                  038N
0820150514606917425203901MARIA TERESA             CARRERES                 GARGALLO                 F                  000N
0820150514606917425203901FLORENCIA                MARTIN                   MEDIAVILLA               F                  036N
0820150514606917425203901ERNESTO                  GOMEZ                    GOMEZ                    M                  043N
0820150514606917425203901ANTONIO RAMON            PEREZ-SANCHIS            ESTAL                    M                  043S
0820150514606917425203901ALEJANDRO                MONTANER                 FORT                     M                  036N
0820150514606917431807704PILAR                    MARTÍNEZ                 GARCÍA                   F                  076S
0820150514606917431807704PEDRO                    LÓPEZ                    ALEJO                    M                  001N
0820150514606917431807704LUIS FEDERICO            CARBÓ                    VÁZQUEZ                  M                  071S
0820150514606917431807704JOSEFA                   ABAD                     GÓMEZ                    F                  081S
0820150514606917431807704ANTONI                   SOLER                    VILA                     M                  079S
0920150514608617425200000RAFAEL                   NADAL                    ABAD                     M                  000N
0920150514608617425200000MARINA                   CLIMENT                  GOMEZ                    F                  000N
0920150514608617425200000ALEJANDRO                CONCA                    GANDIA                   M                  000N
0920150514608617431805603SUSANA                   CHAFER                   NACHER                   F                  057S
0920150514608617431805603JUAN LUIS                BLASCO                   CHAFER                   M                  020S
0920150514608617431805603ESTEBAN                  CHAFER                   SEGRELLES                M                  035S
0820150514608717425206404RAUL                     BARBERA                  ANTON                    M                  065S
0820150514608717425206404MARIA AMPARO             LOZANO                   MUÑOZ                    F                  064S
0820150514608717425206404FLORENCIO                BLASCO                   MUÑOZ                    M                  002N
0820150514608717425206404CESAR VICENTE            SANCHEZ                  BLASCO                   M                  065S
0820150514608717425206404ABEL                     MUÑOZ                    SANCHEZ                  M                  063S
0820150514608717431802901PEDRO                    CORTIJO                  NAVARRO                  M                  029N
0820150514608717431802901MIGUEL                   ANDRES                   RUBIO                    M                  029S
0820150514608717431802901CONSTANTINO              LOPEZ                    PEREZ                    M                  029N
0820150514608817425201200LUIS ERNESTO             SANCHIS                  GARCIA                   M                  012N
0820150514608817431803300ROSA MARIA               DOMINGUEZ                GOMEZ                    F                  031N
0820150514608817431803300ROBERTO                  VAZQUEZ DE AGREDOS       SUAREZ                   M                  040N
0820150514608817431803300MIQUEL ANTONI            VILLANUEVA               MARGALEF                 M                  028N
0820150514608817514710205VICENTE                  LOZANO                   BLASCO                   M                  098S
0820150514608817514710205JOSE                     AGUILAR                  LOZANO                   M                  090S
0820150514608817514710205FRANCISCA                LOZANO                   AGUILAR                  F                  065S
0820150514608817514710205DOMINGO                  ANTON                    LAZARO                   M                  104S
0820150514608817514710205ANTONIO                  ANTON                    LAZARO                   M                  052S
0820150514607517425204501JUAN SALVADOR            JORDA                    OLCINA                   M                  042N
0820150514607517425204501JUAN CARLOS              BATALLER                 DESCALS                  M                  034N
0820150514609117168803201MARIA PAULA              CLIMENT                  BALBASTRE                F                  037S
0820150514609117168803201MARIA DEL CARMEN         CRIADO                   RIPOLL                   F                  034N
0820150514609117168803201JUAN FEDERICO            ARTÉS                    CAMARENA                 M                  027N
0820150514609117168803201CARLES                   BALBASTRE                CUENCA                   M                  001N
0820150514609117168803201ALEJANDRO                ESPLUGUES                LÓPEZ                    M                  029N
0820150514609117425206604RAFAEL PABLO             SJOBLOM                  MARTINEZ                 M                  066S
0820150514609117425206604RAFAEL                   MASCARELL                SJOBLOM                  M                  057S
0820150514609117425206604MAYTE                    TARRASO                  GARCIA                   F                  052S
0820150514609117425206604JOSE VICENTE             POUS                     COLOMAR                  M                  036N
0820150514609117425206604FRANCISCA                ESTEBAN                  CRESENCIO                F                  056S
0820150514609117431800000Laura                    Bufort                   Navarro                  F                  000N
0820150514609117431800000Josefina                 Seguí                    Grau                     F                  000N
0820150514609117431800000José Vicente             Gregori                  Escrivá                  M                  001N
0820150514609117431800000Eduardo                  Martínez                 Martínez                 M                  000N
0820150514609117431800000Alberto                  Roig                     Martínez                 M                  000N
0820150514607517425204501EVA MARIA                VAÑO                     BATALLER                 F                  065S
0820150514607517425204501ANGEL                    FITA                     MICO                     M                  039N
0820150514607517431808304REGINA                   CANET                    BENAVENT                 F                  077S
0820150514607517431808304MARIA TERESA             MOLLA                    CAMARASA                 F                  092S
0820150514607517431808304ISAAC                    SORIA                    TALAVAN                  M                  081S
0820150514607517431808304ESTEFANIA                MOLLA                    CAMARASA                 F                  084S
0820150514605617252900000RAQUEL                   CALATAYUD                BATALLER                 F                  000N
0820150514605617252900000JUAN RAMON               FUENTES                  PEREZ                    M                  000N
0820150514605617252900000JOSE MARIA               BAÑULS                   GOMAR                    M                  000N
0820150514605617252900000ISABEL                   SAMPIO                   PONS                     F                  000N
0820150514605617425209904RUBEN                    SAMPIO                   PONS                     M                  097S
0820150514605617425209904JOSE FRANCISCO           SAMPIO                   GINER                    M                  099S
0820150514605617425209904FRANCISCO                GINER                    MONZO                    M                  107S
0820150514605617425209904ADORACIÓN                PEÑALVA                  GRAU                     F                  096S
0820150514605617431804701MARC                     GOMAR                    CALATAYUD                M                  047S
0920150514620117425200801MIGUEL ANGEL             CIDONCHA                 GARCIA                   M                  009S
0920150514620117425200801MARIA MILAGROS           CORTES                   BARRACHINA               F                  007N
0920150514620117425200801JOAQUIN                  MARTINEZ                 MARQUES                  M                  001N
0920150514620117431804302FELIPE                   TORTAJADA                AZCUTIA                  M                  044S
0920150514620117431804302EVA MARIA                AZCUTIA                  MARQUES                  F                  042S
0820150514621917425208205RAIMUNDO                 HIDALGO                  CABRERA                  M                  063S
0820150514621917425208205MIGUEL                   GOMAR                    JUAN                     M                  068S
0820150514621917425208205JOSE                     GISBERT                  FRASQUET                 M                  062S
0820150514621917425208205JORDI                    ESCRIVA                  GARCIA                   M                  076S
0820150514621917425208205FELIPE                   ORTOLA                   CODINA                   M                  059S
0820150514621917431802300VICENTE                  ANDUJAR                  CABANILLES               M                  022N
0820150514621917431802300MARIA CARMEN             MARTINEZ                 TORTOSA                  F                  025N
0820150514621917431802300DANIEL DOMINGO           CAMARA                   PEREZ                    M                  022N
0820150514624317009005402MIGUEL ÁNGEL             ROIG                     LUÍS                     M                  051N
0820150514624317009005402MARCOS ANTONIO           FUENTES                  ARNAU                    M                  053N
